DEPT,GR,RHOB,NPHI,RD
716.5,103.9591,2.5047,0.3039,9.1356
717.0,106.5774,2.5018,0.3009,8.9976
717.5,107.7317,2.5058,0.2936,8.9295
718.0,110.1432,2.5122,0.2906,8.8293
718.5,109.5103,2.5139,0.2899,8.7722
719.0,107.6578,2.5078,0.2949,8.7664
719.5,105.7846,2.5078,0.2936,8.6107
720.0,107.1626,2.5108,0.2941,8.4283
720.5,109.4173,2.5123,0.3043,8.2943
721.0,106.3415,2.5108,0.3196,8.0922
721.5,104.4878,2.5088,0.3379,7.8864
722.0,104.4634,2.4936,0.36,7.747
722.5,105.0488,2.4722,0.3568,7.6343
723.0,108.0701,2.4726,0.3464,7.5929
723.5,111.0956,2.4807,0.3305,7.5878
724.0,113.5114,2.497,0.325,7.5828
724.5,114.098,2.5015,0.3298,7.6504
725.0,111.4716,2.506,0.3287,7.6923
725.5,109.7805,2.5075,0.3196,7.7543
726.0,109.1463,2.5075,0.3045,7.7738
726.5,108.248,2.5057,0.2993,7.8462
727.0,107.878,2.5005,0.2982,8.031
727.5,107.8494,2.4947,0.3084,8.1683
728.0,109.0457,2.4945,0.3165,8.1918
728.5,111.4615,2.4952,0.3137,8.2724
729.0,115.0968,2.4937,0.3052,8.2931
729.5,117.5126,2.4876,0.3033,7.9259
730.0,112.9757,2.4872,0.3167,7.4868
730.5,109.1095,2.4952,0.3418,7.2231
731.0,107.0732,2.4985,0.3515,7.0417
731.5,106.439,2.5012,0.3462,6.926
732.0,107.6749,2.4967,0.3289,6.9019
732.5,109.0528,2.4877,0.3193,6.8972
733.0,108.192,2.4836,0.3215,6.814
733.5,106.9493,2.4844,0.3292,6.7936
734.0,106.9261,2.4859,0.3428,6.787
734.5,105.6626,2.4859,0.3586,6.6943
735.0,104.439,2.4798,0.3666,6.5879
735.5,104.4146,2.4672,0.3687,6.4577
736.0,104.3902,2.457,0.3699,6.1806
736.5,105.7681,2.4676,0.3698,5.8818
737.0,110.1953,2.492,0.3678,5.3301
737.5,114.0689,2.4995,0.3639,4.9498
738.0,111.6067,2.4802,0.3649,4.7313
738.5,110.9737,2.4629,0.3713,4.8957
739.0,111.561,2.4583,0.3866,5.3086
739.5,113.4065,2.4598,0.3937,5.6341
740.0,115.3333,2.4674,0.3712,5.7957
740.5,116.3686,2.477,0.354,5.9631
741.0,108.2114,2.4867,0.3531,6.0991
741.5,104.8131,2.4947,0.3534,6.0995
742.0,105.0734,2.494,0.3545,6.0946
742.5,109.5567,2.4872,0.3578,6.0905
743.0,113.8018,2.4798,0.3688,6.0865
743.5,117.4371,2.4794,0.3728,6.0825
744.0,113.1456,2.4863,0.3605,6.0783
744.5,111.9028,2.4938,0.3393,6.0741
745.0,115.252,2.4972,0.3456,6.0699
745.5,118.5637,2.4945,0.3534,6.0692
746.0,110.6098,2.4855,0.3648,6.1525
746.5,109.2844,2.4751,0.3668,6.2832
747.0,111.8213,2.469,0.3627,6.3967
747.5,114.8006,2.4673,0.3617,6.4053
748.0,118.4359,2.473,0.37,6.5741
748.5,119.6322,2.4781,0.3739,6.6619
749.0,120.8293,2.4769,0.3718,6.7413
749.5,122.6345,2.4716,0.3625,6.7365
750.0,116.6343,2.4722,0.3462,6.7318
750.5,109.0284,2.4776,0.3289,6.7271
751.0,108.5366,2.4839,0.3322,6.7223
751.5,109.9144,2.4898,0.3416,6.7169
752.0,111.8619,2.4942,0.3557,6.6985
752.5,114.5567,2.496,0.3673,6.616
753.0,120.0213,2.4931,0.3673,6.6116
753.5,116.3395,2.492,0.3596,6.6072
754.0,115.7065,2.4953,0.3482,6.6026
754.5,114.4638,2.4971,0.3424,6.6159
755.0,117.7316,2.4953,0.3462,6.6856
755.5,115.9995,2.4907,0.3525,6.6804
756.0,108.4959,2.4879,0.3585,6.6756
756.5,105.5651,2.4911,0.357,6.6703
757.0,106.1302,2.4956,0.3531,6.6877
757.5,110.6543,2.4941,0.3473,6.7541
758.0,114.8993,2.4916,0.3393,6.7733
758.5,116.0976,2.4931,0.3414,6.8389
759.0,109.3651,2.4945,0.3486,6.8288
759.5,105.0122,2.496,0.3536,6.7892
760.0,105.3739,2.4981,0.3527,6.7046
760.5,110.1872,2.5005,0.3482,6.6341
761.0,113.1301,2.5012,0.3434,6.6018
761.5,115.8698,2.499,0.3375,6.5054
762.0,117.1463,2.492,0.3279,6.4681
762.5,116.5079,2.4884,0.3158,6.5547
763.0,112.2164,2.4998,0.317,6.6111
763.5,107.3151,2.5086,0.3249,6.6382
764.0,107.1708,2.5091,0.3402,6.7268
764.5,110.9878,2.4918,0.3566,6.8166
765.0,115.5771,2.461,0.361,6.8371
765.5,120.3091,2.4559,0.3554,6.7725
766.0,122.4429,2.4646,0.3514,6.7316
766.5,115.7887,2.4739,0.3531,6.6336
767.0,115.0732,2.4749,0.3679,6.5739
767.5,116.264,2.4779,0.3672,6.5695
768.0,118.6798,2.484,0.3591,6.5651
768.5,118.7601,2.4933,0.3483,6.5606
769.0,116.1943,2.5045,0.3486,6.5657
769.5,113.7114,2.509,0.3492,6.6047
770.0,112.4878,2.5132,0.3471,6.6383
770.5,111.8537,2.5106,0.3451,6.6759
771.0,112.4429,2.5074,0.342,6.7205
771.5,113.5527,2.5186,0.3377,6.7155
772.0,115.1545,2.5277,0.3343,6.7111
772.5,115.6382,2.5302,0.334,6.6611
773.0,114.1676,2.5254,0.3349,6.5646
773.5,112.3151,2.5223,0.3365,6.5151
774.0,109.8529,2.5181,0.34,6.5106
774.5,111.6789,2.5098,0.3444,6.506
775.0,113.626,2.5005,0.3467,6.5015
775.5,115.271,2.4892,0.3465,6.4969
776.0,112.0445,2.4835,0.3487,6.5421
776.5,107.2389,2.4875,0.3575,6.5775
777.0,104.8415,2.495,0.3709,6.5731
777.5,104.8232,2.4908,0.3648,6.5688
778.0,105.8943,2.486,0.3586,6.5645
778.5,107.2256,2.4881,0.3569,6.6145
779.0,106.594,2.4941,0.3658,6.6466
779.5,104.7473,2.4997,0.3731,6.586
780.0,107.1689,2.4931,0.3689,6.5461
780.5,108.9807,2.4769,0.3578,6.322
781.0,110.1828,2.4705,0.3426,6.1892
781.5,110.7751,2.4785,0.3477,6.1306
782.0,110.7561,2.4891,0.3547,6.097
782.5,111.5172,2.4971,0.3525,6.1496
783.0,110.6402,2.5057,0.3457,6.1743
783.5,107.0731,2.5129,0.34,6.2402
784.0,103.5365,2.5144,0.3389,6.4581
784.5,102.1252,2.5111,0.343,6.7389
785.0,105.7663,2.5064,0.3483,7.0668
785.5,108.1879,2.5023,0.3531,7.4547
786.0,111.2192,2.502,0.3507,7.7974
786.5,109.3324,2.5092,0.3346,8.1251
787.0,107.4247,2.5183,0.3102,8.4666
787.5,104.9076,2.5315,0.2912,8.823
788.0,103.6097,2.5323,0.2908,9.1073
788.5,102.312,2.5229,0.2906,9.4515
789.0,101.6239,2.5113,0.29,9.5332
789.5,99.5031,2.5153,0.2888,9.5271
790.0,99.4857,2.5117,0.2852,9.5211
790.5,98.2487,2.504,0.2785,9.5143
791.0,98.2313,2.5076,0.2728,9.5084
791.5,99.4333,2.5163,0.2724,9.5027
792.0,99.4146,2.526,0.273,9.497
792.5,100.1554,2.5231,0.2746,9.383
793.0,102.6546,2.5135,0.2779,9.2475
793.5,105.9959,2.5134,0.2855,9.1971
794.0,106.9878,2.521,0.2957,9.1031
794.5,107.25,2.5281,0.2977,9.0834
795.0,107.2294,2.5263,0.2949,9.0777
795.5,107.212,2.5155,0.2909,8.9614
796.0,109.6336,2.5091,0.2852,8.9413
796.5,116.3424,2.5122,0.276,8.9359
797.0,118.2135,2.5119,0.2724,8.9306
797.5,115.7299,2.5041,0.2745,8.9252
798.0,110.5933,2.4997,0.2814,8.9357
798.5,105.9757,2.5004,0.289,9.0314
799.0,102.4693,2.5094,0.2936,9.1514
799.5,99.1369,2.5243,0.2929,9.3955
800.0,96.0707,2.5292,0.2805,9.7965
800.5,91.785,2.5308,0.251,10.471
801.0,86.8895,2.5345,0.2339,11.8532
801.5,81.9939,2.546,0.2259,14.7044
802.0,85.3703,2.5537,0.2281,13.9583
802.5,90.8809,2.542,0.2437,10.6131
803.0,93.9026,2.5328,0.2655,9.5037
803.5,97.0528,2.5378,0.279,9.2333
804.0,99.2846,2.5384,0.2849,8.977
804.5,97.7344,2.531,0.2873,8.97
805.0,94.6681,2.5231,0.2896,8.9647
805.5,96.48,2.5265,0.2914,8.9594
806.0,98.9016,2.5278,0.293,8.9661
806.5,101.3232,2.5228,0.2942,9.0711
807.0,102.6425,2.5046,0.2951,9.0671
807.5,103.8445,2.4886,0.2965,9.0614
808.0,104.3196,2.4917,0.298,9.0558
808.5,103.689,2.5018,0.2992,9.0492
809.0,101.5427,2.5164,0.3004,8.9237
809.5,98.161,2.5313,0.3,8.9146
810.0,93.2656,2.5306,0.2944,8.8558
810.5,87.7603,2.5164,0.2868,8.7844
811.0,88.3526,2.5096,0.2823,8.7764
811.5,91.9937,2.5136,0.2802,8.771
812.0,95.1222,2.5144,0.2798,8.7655
812.5,96.2272,2.5064,0.2816,8.7602
813.0,96.2073,2.5066,0.286,8.8704
813.5,97.0274,2.5098,0.2901,8.87
814.0,98.8984,2.5129,0.2871,8.8647
814.5,100.0721,2.5138,0.2821,8.9757
815.0,97.3508,2.5113,0.2823,8.9774
815.5,96.1138,2.5043,0.2886,9.2078
816.0,96.0964,2.5036,0.295,9.2176
816.5,96.079,2.5142,0.2925,9.2119
817.0,96.061,2.5233,0.2878,9.2061
817.5,96.0427,2.5273,0.2858,9.2004
818.0,96.1829,2.5264,0.2853,9.1947
818.5,97.6626,2.5131,0.2833,9.1881
819.0,99.3151,2.498,0.2801,9.0666
819.5,100.5763,2.4926,0.2762,8.9373
820.0,100.8293,2.4989,0.273,8.6991
820.5,100.8088,2.5151,0.2717,8.6684
821.0,98.3523,2.5246,0.2741,8.5594
821.5,95.8959,2.5339,0.2818,8.5442
822.0,93.4394,2.5389,0.2924,8.5389
822.5,97.7865,2.5324,0.2966,8.5336
823.0,106.8008,2.5056,0.2991,8.6353
823.5,111.9005,2.496,0.3015,8.6407
824.0,112.4145,2.5051,0.3043,8.6355
824.5,103.5728,2.52,0.3056,8.7382
825.0,100.6432,2.5389,0.2996,8.854
825.5,100.6257,2.5463,0.2889,9.0827
826.0,103.0473,2.5437,0.2888,9.104
826.5,104.8592,2.5248,0.2904,8.9585
827.0,106.0612,2.5024,0.2927,8.8555
827.5,106.0427,2.4954,0.2948,8.8906
828.0,105.1382,2.4932,0.2973,9.0118
828.5,102.5609,2.4972,0.3005,9.0692
829.0,100.242,2.504,0.3062,9.0697
829.5,98.944,2.505,0.3098,9.174
830.0,98.6308,2.5061,0.3055,9.1313
830.5,101.0524,2.5171,0.296,9.0445
831.0,103.474,2.5269,0.2887,8.7181
831.5,104.6761,2.5304,0.2862,8.5567
832.0,104.6504,2.5301,0.2884,8.4286
832.5,103.3526,2.5265,0.2908,8.3023
833.0,101.3171,2.5209,0.291,8.2054
833.5,99.9593,2.5147,0.2908,8.0927
834.0,98.8497,2.5025,0.2914,8.0709
834.5,100.9148,2.504,0.2915,7.9723
835.0,102.7195,2.507,0.29,7.8586
835.5,103.311,2.5099,0.289,7.837
836.0,102.6812,2.5142,0.2896,7.8321
836.5,101.4442,2.5217,0.2921,7.8272
837.0,100.817,2.5292,0.2956,7.8224
837.5,101.5244,2.5324,0.2987,7.8175
838.0,104.0651,2.5334,0.2956,7.8119
838.5,106.7837,2.5371,0.2853,7.8977
839.0,112.567,2.541,0.2805,7.9111
839.5,108.9925,2.5418,0.2837,7.9969
840.0,104.972,2.5418,0.2899,8.0115
840.5,103.7351,2.5417,0.2971,8.0066
841.0,104.9371,2.5369,0.2991,8.0016
841.5,105.5294,2.5159,0.2973,7.9966
842.0,103.6828,2.4944,0.2964,7.9917
842.5,100.5681,2.4821,0.2963,7.9867
843.0,99.9893,2.4762,0.2962,7.9811
843.5,102.6375,2.4765,0.296,7.8881
844.0,106.5039,2.4831,0.2987,7.8621
844.5,108.4695,2.4955,0.3054,7.7712
845.0,106.5367,2.5205,0.3084,7.6604
845.5,103.552,2.5435,0.3051,7.6342
846.0,102.9248,2.5486,0.2966,7.6295
846.5,104.1269,2.5415,0.2913,7.597
847.0,104.1094,2.5222,0.2984,7.4948
847.5,102.8343,2.4809,0.3191,6.8695
848.0,101.439,2.4246,0.3429,3.6563
848.5,99.7866,2.3838,0.3797,3.4737
849.0,98.9411,2.3845,0.3603,5.1178
849.5,97.6433,2.4269,0.3314,6.8175
850.0,96.9553,2.4761,0.3085,7.5852
850.5,95.4421,2.4977,0.3009,7.8602
851.0,95.2744,2.502,0.2962,7.8823
851.5,99.0658,2.5049,0.294,7.8087
852.0,102.0971,2.5105,0.2902,7.7033
852.5,103.9635,2.5178,0.2861,7.5932
853.0,106.4167,2.5251,0.283,7.4842
853.5,107.6778,2.5257,0.2826,7.3772
854.0,108.1249,2.5191,0.2847,7.3481
854.5,106.0822,2.5208,0.2881,7.3437
855.0,104.0996,2.5294,0.2906,7.4159
855.5,103.1858,2.5339,0.2894,7.4368
856.0,104.9977,2.5395,0.2901,7.4119
856.5,106.8095,2.5458,0.2937,7.3448
857.0,106.7921,2.5415,0.2955,7.2468
857.5,102.4374,2.5401,0.2975,7.1431
858.0,98.6747,2.5391,0.3006,7.1123
858.5,97.5915,2.5367,0.3053,7.1079
859.0,98.1645,2.5337,0.3104,7.1762
859.5,101.9849,2.5315,0.3117,7.2713
860.0,107.6341,2.5376,0.3056,7.3678
860.5,104.832,2.5463,0.3008,7.4044
861.0,101.7658,2.549,0.2967,7.5842
861.5,99.3094,2.5491,0.2927,7.7881
862.0,98.0724,2.5531,0.2922,8.0032
862.5,98.055,2.5535,0.2919,8.1851
863.0,99.4575,2.5442,0.2893,8.31
863.5,101.8038,2.5366,0.2831,8.5031
864.0,103.6748,2.5274,0.2747,8.65
864.5,104.0828,2.5182,0.2751,8.7647
865.0,103.7541,2.5059,0.2831,8.881
865.5,100.9904,2.4952,0.2919,9.016
