DEPT,GR,RHOB,NPHI,RD
482.5,73.7884,2.0932,0.4441,6.7198
483.0,73.3735,2.2042,0.4392,6.7286
483.5,72.2879,2.2787,0.4359,6.7375
484.0,70.5317,2.2758,0.4348,6.7463
484.5,68.7756,2.2564,0.4352,6.7552
485.0,67.2429,2.2377,0.437,6.7364
485.5,66.6045,2.2168,0.4386,6.5703
486.0,66.6766,2.2117,0.4391,6.2794
486.5,67.1479,2.2133,0.4379,6.0235
487.0,67.4516,2.2269,0.4358,5.7459
487.5,67.9042,2.2533,0.4334,5.4885
488.0,68.1148,2.2796,0.4309,5.2864
488.5,68.0831,2.2948,0.4284,5.1557
489.0,67.7347,2.3167,0.426,5.0855
489.5,67.0697,2.361,0.4241,5.147
490.0,66.4047,2.3919,0.4224,5.2863
490.5,65.6371,2.4243,0.4209,5.4999
491.0,64.9628,2.4424,0.4203,5.7786
491.5,64.6517,2.4508,0.421,6.1583
492.0,64.4523,2.4532,0.4231,6.6189
492.5,64.1132,2.4308,0.4267,7.075
493.0,63.8301,2.4008,0.4309,7.4681
493.5,63.6308,2.3664,0.4348,7.7819
494.0,62.5931,2.3455,0.4373,7.9866
494.5,58.7213,2.3313,0.4386,8.1414
495.0,55.4003,2.3292,0.4391,8.2641
495.5,52.5264,2.333,0.4396,8.3979
496.0,50.7702,2.3444,0.4398,8.6905
496.5,50.5788,2.3558,0.44,9.2134
497.0,51.0581,2.3566,0.44,9.9139
497.5,51.5481,2.3544,0.4404,10.7912
498.0,51.8517,2.3561,0.4419,11.7609
498.5,52.5279,2.3637,0.4445,12.7226
499.0,52.8316,2.3781,0.4477,13.5176
499.5,53.2843,2.3857,0.4512,14.0666
500.0,53.5507,2.3903,0.4539,14.4176
500.5,53.7519,2.3919,0.4558,14.6049
501.0,53.7854,2.3935,0.4572,14.5619
501.5,53.8189,2.3936,0.4572,14.4337
502.0,53.7593,2.3913,0.4565,14.1551
502.5,53.7649,2.3878,0.4571,13.9041
503.0,53.9195,2.3804,0.459,13.7083
503.5,54.0741,2.376,0.4605,13.4654
504.0,54.2101,2.3731,0.4601,13.2959
504.5,54.104,2.3717,0.4573,13.1258
505.0,54.0536,2.3696,0.4515,12.9809
505.5,53.7705,2.3674,0.4435,12.8765
506.0,53.1706,2.3615,0.438,12.7167
506.5,52.3726,2.3519,0.4341,12.616
507.0,51.9577,2.3385,0.4319,12.5905
507.5,51.5428,2.3401,0.4314,12.4727
508.0,51.575,2.3497,0.4314,12.4561
508.5,51.8307,2.36,0.4317,12.4249
509.0,52.0864,2.3691,0.4318,12.4413
509.5,52.3528,2.3759,0.4312,12.4664
510.0,52.6379,2.38,0.4302,12.5313
510.5,53.1371,2.3805,0.4289,12.6379
511.0,53.5619,2.3812,0.4284,12.7567
511.5,53.5954,2.3851,0.4302,12.9223
512.0,53.6289,2.3897,0.4335,13.1257
512.5,53.5972,2.393,0.4373,13.3324
513.0,53.4724,2.3954,0.4404,13.5268
513.5,53.5898,2.3972,0.4417,13.6695
514.0,54.1356,2.3977,0.4404,13.7858
514.5,55.1006,2.3957,0.4376,13.8845
515.0,55.9538,2.3928,0.4356,13.9046
515.5,56.6859,2.3925,0.4357,13.7885
516.0,57.418,2.3933,0.4373,13.5583
516.5,58.0104,2.3927,0.4392,13.4573
517.0,58.3606,2.3914,0.4407,13.2895
517.5,58.627,2.3913,0.4405,13.1483
518.0,58.8934,2.3938,0.4378,13.0732
518.5,59.1598,2.3957,0.4349,12.9996
519.0,59.2453,2.3935,0.4328,12.925
519.5,59.2775,2.3902,0.4298,12.8256
520.0,59.0861,2.3922,0.4264,12.7171
520.5,59.1183,2.3987,0.4228,12.6825
521.0,58.7034,2.4037,0.4196,12.5404
521.5,58.5041,2.4084,0.4165,12.4674
522.0,58.3207,2.4155,0.4135,12.3948
522.5,58.6084,2.4296,0.4105,12.329
523.0,58.8376,2.4495,0.4074,12.2981
523.5,58.8711,2.4626,0.4041,12.3033
524.0,58.9433,2.4739,0.401,12.2531
524.5,59.1381,2.4735,0.3984,12.1469
525.0,59.333,2.4578,0.3962,12.0492
525.5,59.3014,2.4385,0.395,11.9399
526.0,59.0984,2.4224,0.3939,11.9974
526.5,58.7518,2.3977,0.3943,12.1291
527.0,58.1691,2.3877,0.3964,12.1976
527.5,57.5063,2.3841,0.3995,12.3846
528.0,56.6811,2.3859,0.403,12.579
528.5,56.1259,2.395,0.4062,12.8103
529.0,56.0432,2.406,0.4067,13.1006
529.5,56.5221,2.4148,0.4028,13.3973
530.0,56.7717,2.4215,0.3988,13.7104
530.5,57.2449,2.4252,0.3952,14.0744
531.0,57.718,2.4261,0.3923,14.497
531.5,57.9677,2.4155,0.3905,14.918
532.0,58.2173,2.4017,0.3898,15.2674
532.5,58.2434,2.3899,0.3903,15.4214
533.0,58.0459,2.3836,0.3918,15.2756
533.5,58.073,2.3824,0.3947,14.8528
534.0,58.0999,2.3843,0.3984,14.3403
534.5,58.1267,2.3879,0.4021,13.8265
535.0,58.1535,2.3929,0.4057,13.297
535.5,58.1803,2.3981,0.4085,12.7977
536.0,58.2474,2.4039,0.4103,12.3253
536.5,58.5041,2.4078,0.411,11.9399
537.0,58.7079,2.4076,0.411,11.602
537.5,58.794,2.4062,0.4106,11.397
538.0,59.0506,2.4044,0.4103,11.2493
538.5,59.3074,2.4032,0.4102,11.1276
539.0,59.5641,2.4007,0.4105,11.0357
539.5,59.8208,2.3926,0.4116,10.9405
540.0,60.1684,2.379,0.4135,10.9497
540.5,60.5578,2.371,0.415,10.9588
541.0,60.8145,2.3726,0.4137,10.9679
541.5,61.0712,2.379,0.4102,10.977
542.0,61.3279,2.3865,0.4056,10.9861
542.5,61.462,2.3925,0.4012,10.9953
543.0,61.6177,2.3922,0.3988,11.0126
543.5,61.7392,2.3884,0.3974,11.0646
544.0,61.766,2.3883,0.397,11.1434
544.5,61.6518,2.3887,0.3959,11.1855
545.0,61.5961,2.387,0.3943,11.1825
545.5,61.623,2.385,0.3918,11.1405
546.0,61.8167,2.3819,0.3899,11.084
546.5,62.0734,2.3778,0.3898,11.0534
547.0,62.3792,2.378,0.3905,11.0059
547.5,62.8524,2.3847,0.3917,10.9532
548.0,63.102,2.393,0.3925,10.9078
548.5,63.3516,2.4007,0.3921,10.8312
549.0,63.6013,2.4071,0.391,10.8114
549.5,63.4038,2.4117,0.3886,10.821
550.0,63.2064,2.4129,0.3859,10.8054
550.5,62.785,2.412,0.3836,10.7648
551.0,62.582,2.4096,0.3817,10.7734
551.5,62.3789,2.4052,0.3801,10.7821
552.0,62.193,2.4061,0.3791,10.765
552.5,62.5227,2.4085,0.3782,10.7251
553.0,63.2071,2.4122,0.3774,10.7341
553.5,63.7321,2.4145,0.3766,10.7426
554.0,64.4039,2.4162,0.3759,10.7209
554.5,64.9415,2.417,0.3756,10.6473
555.0,65.6006,2.4171,0.3753,10.5798
555.5,65.6412,2.4193,0.3749,10.5055
556.0,64.4486,2.4209,0.3737,10.4075
556.5,63.1725,2.4212,0.3719,10.3085
557.0,62.298,2.4207,0.3703,10.2431
557.5,62.0432,2.4194,0.3699,10.1782
558.0,62.1654,2.4181,0.3714,10.1257
558.5,62.4221,2.4162,0.3732,10.0959
559.0,62.8949,2.414,0.374,10.0552
559.5,63.497,2.4114,0.3734,10.0063
560.0,63.965,2.408,0.3709,9.9949
560.5,64.3344,2.4045,0.3676,10.0032
561.0,64.4665,2.4019,0.3642,9.9937
561.5,64.2139,2.4028,0.3625,9.9636
562.0,63.4888,2.4041,0.3619,9.9393
562.5,62.7485,2.4027,0.3613,9.908
563.0,62.2444,2.3973,0.3613,9.9073
563.5,62.1416,2.3883,0.3613,9.9416
564.0,62.5112,2.3818,0.3619,10.0187
564.5,63.5419,2.3809,0.3626,10.0703
565.0,64.9092,2.3848,0.3627,10.105
565.5,66.053,2.3929,0.3616,10.1837
566.0,66.7498,2.4033,0.3591,10.2356
566.5,66.5523,2.4118,0.3549,10.2476
567.0,65.4607,2.4156,0.35,10.2853
567.5,64.8161,2.4156,0.3452,10.3317
568.0,63.948,2.415,0.3406,10.2996
568.5,63.7506,2.4174,0.3361,10.1804
569.0,64.0463,2.4219,0.3332,10.0041
569.5,64.975,2.4243,0.3307,9.7989
570.0,65.6915,2.4249,0.3304,9.5978
570.5,66.3139,2.4248,0.3347,9.4224
571.0,65.4546,2.4232,0.3415,9.3146
571.5,64.1021,2.4163,0.3457,9.2556
572.0,62.7004,2.4014,0.3483,9.1969
572.5,61.1737,2.3792,0.35,9.1532
573.0,59.8212,2.3584,0.3512,9.1435
573.5,58.6732,2.3517,0.3519,9.1677
574.0,58.1569,2.3481,0.3517,9.3261
574.5,57.9458,2.3387,0.3502,9.6492
575.0,58.1614,2.3305,0.3478,10.0038
575.5,58.8795,2.3284,0.346,10.4503
576.0,59.7153,2.3293,0.3456,11.0178
576.5,60.4154,2.3346,0.3469,11.7061
577.0,60.7738,2.3442,0.3502,12.3917
577.5,60.7602,2.356,0.3541,12.9703
578.0,60.4173,2.3608,0.3578,13.3409
578.5,59.987,2.3626,0.361,13.4687
579.0,59.8659,2.3648,0.3635,13.4985
579.5,60.2165,2.3625,0.366,13.4711
580.0,60.7049,2.3462,0.3688,13.4099
580.5,61.3665,2.3237,0.3711,13.2768
581.0,62.2232,2.3075,0.3732,13.1989
581.5,62.9221,2.3011,0.3755,13.12
582.0,63.1739,2.299,0.378,13.0362
582.5,63.4258,2.2971,0.3805,12.9183
583.0,63.6776,2.2933,0.3821,12.7923
583.5,63.7059,2.2885,0.3812,12.7142
584.0,63.2871,2.2865,0.378,12.6365
584.5,62.4212,2.2839,0.3745,12.571
585.0,61.5414,2.2774,0.3699,12.5484
585.5,60.8813,2.2717,0.3663,12.5473
586.0,60.2094,2.2692,0.3636,12.519
586.5,59.3974,2.267,0.3623,12.4851
587.0,58.9307,2.2633,0.3616,12.4358
587.5,58.536,2.2585,0.3616,12.3598
588.0,58.3353,2.2565,0.3619,12.2615
588.5,58.1347,2.2598,0.3628,12.1672
589.0,57.9881,2.2661,0.364,12.1456
589.5,58.0171,2.2718,0.3655,12.159
590.0,58.1125,2.2754,0.367,12.1735
590.5,58.3713,2.2774,0.3684,12.1519
591.0,58.63,2.2809,0.3694,12.1533
591.5,58.9735,2.2881,0.3685,12.214
592.0,59.3711,2.2962,0.366,12.1903
592.5,59.4357,2.3038,0.3635,12.1555
593.0,59.2351,2.3093,0.3612,12.1259
593.5,58.5971,2.3131,0.3585,12.0082
594.0,57.2466,2.3145,0.3555,11.8606
594.5,56.1544,2.3128,0.3529,11.7856
595.0,55.8778,2.3098,0.3502,11.7523
595.5,55.9069,2.3065,0.3472,11.6916
596.0,56.076,2.3046,0.3447,11.6716
596.5,56.3348,2.3038,0.3432,11.6701
597.0,56.4411,2.3024,0.3428,11.6435
597.5,56.6287,2.3001,0.3444,11.6297
598.0,56.8875,2.2975,0.3447,11.6426
598.5,56.9754,2.2976,0.3441,11.6555
599.0,57.3584,2.2977,0.3441,11.6684
599.5,57.9328,2.2962,0.3446,11.6813
600.0,58.1847,2.2918,0.3462,11.6943
600.5,58.66,2.2824,0.3483,11.7354
601.0,59.1354,2.2706,0.3504,11.7922
601.5,59.8343,2.253,0.3529,11.8168
602.0,60.3097,2.2245,0.3551,11.8293
602.5,60.7851,2.2027,0.356,11.8418
603.0,61.266,2.1875,0.3543,11.8544
603.5,61.7545,2.1928,0.3521,11.867
604.0,62.2131,2.2515,0.3491,11.8418
604.5,62.2632,2.3459,0.3456,11.8156
605.0,62.4948,2.3731,0.3426,11.8745
605.5,62.5572,2.3779,0.3408,11.9739
606.0,62.7765,2.3791,0.34,12.0844
606.5,62.8055,2.3786,0.3393,12.2388
607.0,62.9382,2.3779,0.3388,12.4026
607.5,63.3687,2.3772,0.3384,12.464
608.0,63.5633,2.3778,0.338,12.4177
608.5,63.5222,2.3774,0.3376,12.3226
609.0,63.2451,2.3737,0.3371,12.1636
609.5,62.9799,2.3663,0.3355,11.9385
610.0,63.0089,2.3583,0.3333,11.7185
610.5,63.1328,2.3507,0.3307,11.52
611.0,63.3916,2.3469,0.3281,11.3533
611.5,63.7575,2.3463,0.3268,11.2284
612.0,64.1326,2.3492,0.3267,11.114
612.5,64.5108,2.3552,0.327,11.0308
613.0,64.8737,2.3615,0.3275,10.9663
613.5,65.2642,2.3658,0.3281,10.9022
614.0,65.4769,2.3685,0.328,10.8748
614.5,65.506,2.3709,0.3273,10.8863
615.0,65.6852,2.3774,0.327,10.8618
615.5,65.6313,2.3871,0.329,10.7984
616.0,65.5931,2.392,0.3317,10.7718
616.5,65.7908,2.3944,0.3335,10.7844
617.0,65.8748,2.3962,0.3352,10.7964
617.5,65.9093,2.3968,0.3365,10.8083
618.0,65.9376,2.3959,0.336,10.8203
618.5,65.7423,2.3955,0.3312,10.8323
619.0,65.3235,2.4024,0.3272,10.8443
619.5,65.1282,2.4177,0.3234,10.8388
620.0,64.933,2.4326,0.3208,10.7941
620.5,64.5141,2.4431,0.3197,10.749
621.0,64.3186,2.4508,0.3197,10.7428
621.5,64.1236,2.455,0.3197,10.7305
622.0,64.1662,2.4552,0.32,10.6795
622.5,64.4249,2.4522,0.3204,10.6416
623.0,64.7835,2.447,0.3208,10.6423
623.5,65.961,2.4416,0.3214,10.6768
624.0,67.1293,2.4384,0.322,10.7393
624.5,68.2497,2.4378,0.3235,10.8008
625.0,69.6216,2.4378,0.3249,10.843
625.5,71.4288,2.4379,0.3264,10.8907
626.0,72.7042,2.4377,0.3281,10.9148
626.5,73.111,2.4357,0.3291,10.8867
627.0,72.9031,2.431,0.3295,10.8566
627.5,72.4605,2.4265,0.3294,10.8286
628.0,72.1542,2.4253,0.3287,10.7985
628.5,72.0917,2.4281,0.3281,10.7708
629.0,72.2727,2.434,0.3281,10.7205
629.5,72.864,2.4411,0.3298,10.6562
630.0,73.5894,2.4474,0.3319,10.6115
630.5,74.4294,2.4511,0.3326,10.5617
631.0,74.9,2.4526,0.332,10.5193
631.5,74.9235,2.4527,0.331,10.4884
632.0,74.7235,2.4528,0.3297,10.4622
632.5,74.0532,2.4529,0.3287,10.4612
633.0,72.4425,2.4525,0.3299,10.4716
633.5,70.8789,2.4507,0.3333,10.4817
634.0,69.8361,2.4475,0.3365,10.4909
634.5,69.476,2.4448,0.3383,10.5
635.0,69.7824,2.444,0.3391,10.5092
635.5,70.1043,2.4409,0.3393,10.5183
636.0,70.6698,2.434,0.3396,10.5275
636.5,71.3115,2.4303,0.3399,10.5368
637.0,71.8972,2.4329,0.3405,10.546
637.5,72.5986,2.4367,0.3422,10.516
638.0,73.2141,2.4407,0.3443,10.4921
638.5,73.8498,2.4404,0.3465,10.5085
639.0,74.4411,2.4362,0.3487,10.5563
639.5,75.0771,2.4338,0.349,10.5939
640.0,75.6483,2.4371,0.3468,10.5824
640.5,76.1401,2.4432,0.3435,10.4927
641.0,76.9807,2.446,0.3413,10.3529
641.5,77.6532,2.4466,0.3409,10.2151
642.0,78.5709,2.441,0.3419,10.0942
642.5,79.265,2.4303,0.3439,9.9949
643.0,79.9592,2.4264,0.3463,9.8806
643.5,80.8804,2.4247,0.3488,9.749
644.0,81.5711,2.4198,0.3512,9.6579
644.5,81.3308,2.4043,0.3536,9.6157
645.0,80.8569,2.3767,0.3556,9.5697
645.5,80.2634,2.3539,0.3558,9.51
646.0,80.1058,2.3228,0.3503,9.4507
646.5,80.1919,2.2682,0.345,9.3667
647.0,80.5216,2.2384,0.3406,9.1495
647.5,81.0134,2.2292,0.3388,8.7563
648.0,81.5969,2.2289,0.3407,8.2102
648.5,82.3223,2.2555,0.3434,7.6465
649.0,83.0477,2.3181,0.3462,7.1412
649.5,83.6513,2.3902,0.348,6.6694
650.0,84.1431,2.4491,0.3482,6.2524
650.5,84.6349,2.4662,0.3471,5.9023
651.0,84.8226,2.4709,0.3458,5.6106
651.5,84.5231,2.4726,0.3452,5.3465
652.0,84.0805,2.4706,0.3453,5.1332
652.5,83.5595,2.4663,0.3461,4.984
653.0,83.1359,2.462,0.3455,4.9113
653.5,82.4888,2.4604,0.3415,4.8835
654.0,82.0653,2.4667,0.3386,4.9066
654.5,81.6417,2.472,0.3354,5.0103
655.0,81.8986,2.4739,0.3323,5.2105
655.5,82.1568,2.4736,0.3292,5.5199
656.0,82.386,2.4703,0.3261,5.9411
656.5,82.4106,2.4661,0.323,6.454
657.0,82.2876,2.461,0.3207,7.0153
657.5,81.6114,2.4566,0.3195,7.5263
658.0,81.0045,2.4516,0.3198,7.9741
658.5,80.5618,2.4471,0.3211,8.369
659.0,80.1192,2.4427,0.3222,8.7072
659.5,79.8756,2.4378,0.323,8.99
660.0,79.7906,2.4321,0.3235,9.2401
660.5,79.7012,2.4274,0.3242,9.4805
661.0,79.5961,2.4254,0.3256,9.7056
661.5,79.2474,2.4246,0.3281,9.8964
662.0,78.655,2.4262,0.3308,10.027
662.5,77.9788,2.432,0.3324,10.1485
663.0,77.6423,2.4382,0.332,10.3144
663.5,78.2885,2.4438,0.3304,10.4386
664.0,79.2062,2.4447,0.3283,10.5202
664.5,80.1239,2.4414,0.3261,10.6465
665.0,80.371,2.436,0.324,10.7152
665.5,80.171,2.4301,0.3223,10.8139
666.0,79.728,2.4258,0.3209,10.9742
666.5,79.0853,2.4242,0.3201,11.0923
667.0,78.9003,2.4256,0.3194,11.1789
667.5,79.4486,2.4269,0.319,11.2187
668.0,79.9873,2.4268,0.3189,11.2288
668.5,80.7127,2.4262,0.3203,11.2389
669.0,81.5052,2.4265,0.3223,11.2491
669.5,82.4642,2.4315,0.3247,11.2592
670.0,83.4232,2.4399,0.3258,11.2568
670.5,84.285,2.4498,0.3274,11.224
671.0,84.7958,2.4581,0.3302,11.2119
671.5,85.054,2.4628,0.334,11.2046
672.0,85.1848,2.4612,0.3378,11.1736
672.5,84.6594,2.4627,0.3419,11.1647
673.0,83.8971,2.4687,0.3454,11.1747
673.5,82.9057,2.4729,0.3472,11.1449
674.0,82.2084,2.4747,0.3479,11.0476
674.5,81.6866,2.4744,0.3479,10.9212
675.0,81.3219,2.4704,0.3477,10.7957
675.5,81.3532,2.4671,0.3477,10.6825
676.0,81.1878,2.4662,0.3481,10.4953
676.5,80.5142,2.463,0.3494,10.2454
677.0,79.5901,2.4576,0.351,10.0207
677.5,78.8104,2.4487,0.3525,9.8025
678.0,78.763,2.4382,0.3542,9.5878
678.5,78.8584,2.4285,0.356,9.3953
679.0,79.1177,2.4188,0.3578,9.2066
679.5,79.3705,2.4116,0.3595,9.06
680.0,79.8469,2.4055,0.3609,8.9201
680.5,80.3494,2.4007,0.3618,8.7733
681.0,80.8796,2.4009,0.3626,8.6479
681.5,81.5844,2.4079,0.3633,8.5344
682.0,82.3234,2.4243,0.3639,8.4468
682.5,82.9792,2.4461,0.3643,8.3877
683.0,83.8771,2.4628,0.3642,8.3368
683.5,84.6248,2.4735,0.3637,8.2862
684.0,85.3726,2.4763,0.3627,8.2359
684.5,86.1203,2.4767,0.3618,8.2152
685.0,86.7183,2.4766,0.3605,8.1477
685.5,87.2273,2.4786,0.3595,8.116
686.0,87.8283,2.4825,0.3583,8.1242
686.5,88.3047,2.4836,0.3578,8.0962
687.0,88.5575,2.4789,0.3578,8.0845
687.5,88.8159,2.4648,0.3581,8.0565
688.0,89.3249,2.443,0.359,8.045
688.5,89.8338,2.4198,0.3599,8.0532
689.0,90.2459,2.4051,0.3608,8.0085
689.5,90.1498,2.3966,0.3614,7.9055
690.0,89.5455,2.3863,0.3617,7.7507
