DEPT,GR,RHOB,NPHI,RD
590.5,101.326,2.4619,0.3291,7.3405
591.0,100.872,2.46,0.3523,7.3063
591.5,100.444,2.4624,0.3453,7.3092
592.0,99.995,2.4655,0.3301,7.3214
592.5,100.02,2.4711,0.3165,7.3334
593.0,100.106,2.4841,0.3204,7.3462
593.5,101.774,2.4984,0.3234,7.3584
594.0,103.343,2.5108,0.3264,7.3697
594.5,105.011,2.512,0.329,7.3814
595.0,105.908,2.5054,0.329,7.3942
595.5,106.433,2.5012,0.3291,7.4065
596.0,105.312,2.5078,0.3301,7.4192
596.5,103.077,2.503,0.3302,7.433
597.0,100.946,2.4908,0.3248,7.2877
597.5,99.924,2.4788,0.332,7.0807
598.0,102.634,2.4732,0.3396,6.8694
598.5,106.163,2.4773,0.3427,6.6575
599.0,109.509,2.4813,0.3319,6.4455
599.5,108.863,2.483,0.3252,6.3172
600.0,108.224,2.47,0.3386,6.295
600.5,107.334,2.4326,0.3757,6.295
601.0,108.371,2.4093,0.4089,6.295
601.5,108.908,2.4291,0.4051,6.3599
602.0,108.624,2.4692,0.379,6.6163
602.5,104.43,2.4886,0.3374,6.9184
603.0,103.212,2.4852,0.3401,7.2213
603.5,103.202,2.4796,0.3404,7.5141
604.0,103.259,2.4766,0.3356,7.8121
604.5,103.337,2.474,0.3334,8.1035
605.0,104.831,2.474,0.3364,8.4013
605.5,106.151,2.4741,0.3378,8.486
606.0,107.589,2.4766,0.3286,8.5151
606.5,108.992,2.4896,0.3177,8.5449
607.0,109.761,2.5027,0.3085,8.5749
607.5,107.57,2.515,0.3049,8.6041
608.0,105.377,2.5128,0.3044,8.6339
608.5,103.102,2.4944,0.3082,8.6631
609.0,102.363,2.481,0.3164,8.6929
609.5,101.615,2.4729,0.3183,8.7229
610.0,100.893,2.4725,0.3127,8.7521
610.5,101.091,2.4784,0.3033,8.7772
611.0,101.407,2.4923,0.2986,8.7421
611.5,101.801,2.5054,0.2965,8.6993
612.0,104.345,2.5189,0.3,8.6574
612.5,106.682,2.5275,0.3,8.6154
613.0,106.801,2.5309,0.3008,8.5734
613.5,106.067,2.5191,0.3069,8.5322
614.0,105.344,2.5088,0.3144,8.4904
614.5,104.682,2.4953,0.3244,8.4484
615.0,103.962,2.4875,0.3333,8.4064
615.5,103.28,2.4818,0.3353,8.3651
616.0,102.627,2.4793,0.3362,8.3233
616.5,101.778,2.4715,0.3293,8.2813
617.0,102.705,2.4772,0.3171,8.2401
617.5,105.051,2.4814,0.3039,8.1983
618.0,107.016,2.4991,0.297,8.1627
618.5,108.554,2.4997,0.2973,8.1664
619.0,104.731,2.4955,0.3003,8.1811
619.5,101.203,2.4886,0.3095,8.1961
620.0,97.327,2.4826,0.3198,8.2119
620.5,95.961,2.4766,0.325,8.2271
621.0,98.607,2.4697,0.3249,8.2429
621.5,102.154,2.4637,0.3239,8.2581
622.0,101.837,2.4579,0.3236,8.2739
622.5,101.3,2.4564,0.3281,8.2899
623.0,100.625,2.4635,0.3356,8.3051
623.5,99.99,2.4744,0.3381,8.3209
624.0,100.399,2.4824,0.3311,8.3361
624.5,101.125,2.4903,0.3197,8.3519
625.0,101.153,2.4973,0.3177,8.3671
625.5,99.373,2.5038,0.3157,8.3829
626.0,97.417,2.4977,0.3137,8.3981
626.5,97.951,2.4907,0.3142,8.4139
627.0,100.712,2.4818,0.3291,8.4291
627.5,103.242,2.4771,0.3404,8.445
628.0,105.643,2.4813,0.3364,8.4601
628.5,105.849,2.4933,0.3323,8.476
629.0,103.404,2.504,0.3273,8.4912
629.5,100.762,2.5049,0.3223,8.507
630.0,98.401,2.5019,0.3177,8.5222
630.5,98.405,2.499,0.3157,8.538
631.0,98.737,2.4959,0.3132,8.5532
631.5,101.085,2.492,0.3081,8.569
632.0,100.276,2.4901,0.3038,8.5842
632.5,97.37,2.496,0.3092,8.6
633.0,96.337,2.498,0.3168,8.6176
633.5,98.482,2.492,0.321,8.6454
634.0,100.161,2.486,0.3189,8.6811
634.5,102.254,2.478,0.3059,8.7189
635.0,102.37,2.476,0.3,8.7561
635.5,101.732,2.475,0.3014,8.7932
636.0,101.075,2.474,0.3101,8.8302
636.5,100.179,2.4799,0.316,8.8672
637.0,101.003,2.4899,0.3152,8.9042
637.5,103.349,2.492,0.3113,8.9412
638.0,103.243,2.4841,0.3133,8.979
638.5,102.674,2.4761,0.3141,9.0162
639.0,96.245,2.4652,0.3081,9.0532
639.5,93.015,2.4552,0.3032,9.0903
640.0,90.798,2.4531,0.3035,9.1273
640.5,92.613,2.4695,0.3008,9.1643
641.0,94.963,2.4904,0.3005,9.2013
641.5,97.154,2.4968,0.3032,9.2375
642.0,98.571,2.4883,0.3045,9.2743
642.5,97.459,2.4793,0.307,9.3097
643.0,95.649,2.4771,0.3059,9.3619
643.5,94.313,2.4866,0.3002,9.4171
644.0,94.888,2.4985,0.3018,9.4721
644.5,96.206,2.5066,0.3065,9.528
645.0,97.548,2.5051,0.308,9.5832
645.5,98.838,2.4993,0.3027,9.6382
646.0,99.938,2.4952,0.2976,9.694
646.5,99.701,2.4978,0.2807,9.7492
647.0,99.46,2.5018,0.2848,9.8043
647.5,99.128,2.502,0.2898,9.8593
648.0,97.453,2.4964,0.2947,9.9143
648.5,95.899,2.4922,0.2982,9.9701
649.0,94.47,2.4864,0.2992,9.9932
649.5,96.664,2.4851,0.3,9.996
650.0,99.454,2.485,0.3002,9.996
650.5,100.821,2.4841,0.3008,9.996
651.0,98.462,2.497,0.3002,9.996
651.5,96.39,2.5128,0.3018,9.996
652.0,95.076,2.5278,0.307,9.9968
652.5,95.895,2.5226,0.3137,9.997
653.0,95.125,2.5091,0.3183,9.997
653.5,94.416,2.4952,0.2997,10.0731
654.0,94.371,2.4876,0.2968,10.1577
654.5,94.721,2.4897,0.2903,10.2399
655.0,95.227,2.4982,0.2875,10.3219
655.5,95.544,2.5108,0.2907,10.4048
656.0,95.682,2.5247,0.2957,10.4878
656.5,92.275,2.5161,0.3045,10.5708
657.0,89.011,2.4934,0.3058,10.6539
657.5,86.175,2.4784,0.2969,10.7369
658.0,89.997,2.4734,0.2783,10.8183
658.5,97.293,2.4685,0.2613,10.9416
659.0,97.532,2.4671,0.2637,10.9316
659.5,97.188,2.4715,0.2677,10.8435
660.0,96.062,2.4898,0.2719,10.7455
660.5,94.95,2.5248,0.2772,10.6466
661.0,94.287,2.5414,0.2832,10.5484
661.5,94.393,2.5342,0.2844,10.4504
662.0,95.056,2.5286,0.2867,10.3524
662.5,95.633,2.5245,0.2914,10.2535
663.0,96.282,2.5214,0.2976,10.1553
663.5,97.014,2.5114,0.2956,10.0573
664.0,98.285,2.5013,0.2951,9.9592
664.5,99.883,2.5052,0.3009,9.8604
665.0,102.282,2.5129,0.3064,9.8056
665.5,101.395,2.5209,0.3137,9.7562
666.0,100.582,2.5203,0.3159,9.7062
666.5,99.539,2.514,0.309,9.6562
667.0,99.35,2.5036,0.2982,9.6053
667.5,99.722,2.4917,0.2884,9.5552
668.0,99.878,2.4806,0.2801,9.5051
668.5,98.391,2.4781,0.2766,9.4551
669.0,97.203,2.4873,0.2803,9.4051
669.5,95.933,2.5025,0.2871,9.3543
670.0,96.708,2.5177,0.2933,9.3041
670.5,99.486,2.5335,0.3005,9.2004
671.0,102.557,2.5419,0.3081,9.0679
671.5,105.665,2.5422,0.3115,8.9318
672.0,106.363,2.537,0.3044,8.7958
672.5,106.084,2.5285,0.3024,8.6589
673.0,105.82,2.5137,0.3042,8.5227
673.5,106.196,2.4977,0.3052,8.3867
674.0,108.578,2.4876,0.3068,8.2506
674.5,110.776,2.486,0.3123,8.1146
675.0,112.739,2.486,0.3252,7.9945
675.5,110.677,2.4926,0.3371,7.9061
676.0,108.695,2.5005,0.3269,7.8239
676.5,106.591,2.502,0.3161,7.7309
677.0,104.58,2.4971,0.3084,7.7379
677.5,102.295,2.4871,0.311,7.7892
678.0,102.849,2.4769,0.3169,7.8453
678.5,105.32,2.4669,0.3262,7.9021
679.0,107.958,2.4626,0.3306,7.9583
679.5,108.968,2.4652,0.3282,8.0143
680.0,108.87,2.4772,0.3246,8.0712
680.5,105.577,2.4944,0.3238,8.1273
681.0,102.171,2.5052,0.3272,8.2113
681.5,101.381,2.5118,0.3264,8.3155
682.0,102.81,2.5209,0.3184,8.4226
682.5,104.497,2.5285,0.3104,8.5296
683.0,103.645,2.5253,0.3032,8.6367
683.5,102.132,2.5177,0.2992,8.7437
684.0,100.5,2.5097,0.2954,8.8507
684.5,99.946,2.508,0.2928,8.9569
685.0,100.093,2.515,0.2918,9.0638
685.5,99.02,2.5224,0.2908,9.1708
686.0,97.657,2.5225,0.2902,9.2685
686.5,97.671,2.5235,0.2912,9.2754
687.0,100.812,2.5279,0.2922,9.2672
687.5,101.621,2.5474,0.293,9.2592
688.0,101.625,2.5545,0.2908,9.2512
688.5,101.732,2.5504,0.282,9.2432
689.0,100.374,2.5437,0.2826,9.2352
689.5,99.042,2.5405,0.2856,9.2272
690.0,99.661,2.5302,0.287,9.2192
690.5,100.596,2.5142,0.2818,9.2112
691.0,99.385,2.5032,0.2758,9.2023
691.5,97.497,2.5048,0.2708,9.1942
692.0,96.582,2.5127,0.272,9.1862
692.5,97.849,2.5269,0.2806,9.1782
693.0,100.024,2.5317,0.2838,9.1702
693.5,101.826,2.5268,0.2876,9.1622
694.0,102.878,2.5198,0.2908,9.1542
694.5,103.124,2.5136,0.2946,9.1462
695.0,102.496,2.5069,0.2976,9.1382
695.5,101.887,2.5006,0.3002,9.1302
696.0,101.614,2.4968,0.3016,9.1213
696.5,101.87,2.4931,0.3032,9.1166
697.0,102.198,2.4927,0.2992,9.0937
697.5,102.883,2.4944,0.2964,9.06
698.0,102.843,2.4972,0.2982,9.0241
698.5,101.935,2.5174,0.299,8.989
699.0,101.199,2.5386,0.2992,8.9531
699.5,100.524,2.5461,0.3002,8.918
700.0,99.499,2.5377,0.3016,8.8829
700.5,97.724,2.5162,0.304,8.8479
701.0,95.995,2.4977,0.3032,8.8129
701.5,94.331,2.4916,0.3,8.777
702.0,95.444,2.4896,0.3,8.7419
702.5,98.7,2.4883,0.3,8.7095
703.0,102.028,2.4894,0.3017,8.6783
703.5,103.331,2.4949,0.3082,8.6473
704.0,103.24,2.4984,0.3096,8.4974
704.5,103.205,2.4893,0.312,8.4516
705.0,103.543,2.4795,0.3124,8.4325
705.5,104.145,2.486,0.3134,8.4153
706.0,104.749,2.4976,0.3095,8.3983
706.5,105.525,2.4969,0.3036,8.3805
707.0,104.456,2.4909,0.3029,8.3633
707.5,102.086,2.4876,0.3058,8.3463
708.0,99.333,2.4911,0.3039,8.3284
708.5,99.716,2.4964,0.2967,8.3113
709.0,101.836,2.502,0.2865,8.3669
709.5,105.868,2.5033,0.2935,8.4383
710.0,110.235,2.4983,0.3019,8.5095
710.5,110.407,2.4913,0.312,8.5805
711.0,109.674,2.4837,0.3113,8.6515
711.5,106.192,2.4797,0.307,8.7234
712.0,102.316,2.4823,0.2996,8.7946
712.5,99.058,2.4906,0.2976,8.8656
713.0,96.819,2.5006,0.2964,8.9375
713.5,94.291,2.506,0.2984,9.0086
714.0,93.428,2.505,0.3016,9.1005
714.5,92.045,2.502,0.3095,9.0244
715.0,94.685,2.5023,0.3167,8.8772
715.5,97.775,2.5082,0.3109,8.7231
716.0,101.036,2.511,0.3075,8.5699
716.5,104.286,2.5046,0.3095,8.416
717.0,106.166,2.4997,0.3115,8.262
717.5,106.861,2.5009,0.3103,8.1671
718.0,107.644,2.5039,0.2999,8.3433
718.5,108.445,2.5069,0.2949,8.5496
719.0,109.178,2.5124,0.2903,8.7547
719.5,109.992,2.5263,0.288,8.9598
720.0,111.084,2.5455,0.2878,9.2451
720.5,112.807,2.5649,0.2872,9.2926
721.0,111.324,2.5745,0.2882,9.3106
721.5,109.96,2.5723,0.289,9.3287
722.0,108.473,2.5508,0.2883,9.3476
722.5,107.297,2.5236,0.2848,9.3666
723.0,107.243,2.5042,0.2815,9.3847
723.5,105.65,2.4913,0.2837,9.4036
724.0,104.024,2.4888,0.2862,9.4218
724.5,101.778,2.4961,0.2875,9.4485
725.0,101.57,2.5024,0.2892,9.438
725.5,102.366,2.5046,0.2898,9.3677
726.0,103.797,2.5056,0.2883,9.2896
726.5,105.166,2.5072,0.2844,9.2125
727.0,105.409,2.5104,0.2776,9.1346
727.5,104.861,2.5138,0.2735,9.0566
728.0,104.068,2.518,0.2769,8.9794
728.5,105.58,2.5188,0.2868,8.9015
729.0,105.611,2.5127,0.2997,8.8244
729.5,105.728,2.5043,0.3027,8.7465
730.0,105.701,2.4963,0.3048,8.6684
730.5,107.49,2.4889,0.303,8.5913
731.0,108.082,2.486,0.2993,8.5134
731.5,107.124,2.4872,0.297,8.4353
732.0,106.205,2.4891,0.2984,8.3582
732.5,104.862,2.4889,0.304,8.3129
733.0,106.063,2.4857,0.3099,8.2111
733.5,109.674,2.4834,0.3185,8.1081
734.0,111.131,2.4853,0.316,8.0069
734.5,109.921,2.4887,0.3123,7.905
735.0,109.069,2.4928,0.3088,7.8039
735.5,108.155,2.5017,0.306,7.7196
736.0,107.066,2.5142,0.3105,7.6915
736.5,107.317,2.525,0.3165,7.6704
737.0,110.585,2.5296,0.323,7.6486
737.5,112.242,2.5278,0.3285,7.6274
738.0,112.043,2.5238,0.3255,7.6055
738.5,108.813,2.5231,0.3198,7.5844
739.0,107.264,2.5245,0.316,7.5315
739.5,109.847,2.5234,0.3167,7.3532
740.0,112.875,2.5209,0.3183,7.1582
740.5,115.851,2.5221,0.3135,6.9641
741.0,119.054,2.5294,0.307,6.77
741.5,119.757,2.5383,0.3127,6.5759
742.0,118.379,2.5393,0.324,6.3819
742.5,117.218,2.5291,0.3362,6.2775
743.0,116.049,2.5141,0.346,6.1755
743.5,114.847,2.4986,0.346,6.0734
744.0,113.806,2.4889,0.3465,5.9705
744.5,113.853,2.4964,0.3485,5.8683
745.0,114.095,2.5122,0.3508,5.7521
745.5,114.36,2.5257,0.3535,5.6589
746.0,114.551,2.5274,0.3563,5.5556
746.5,114.248,2.5118,0.3618,5.4496
747.0,114.018,2.5015,0.369,5.2545
747.5,113.806,2.5025,0.3768,5.248
748.0,114.201,2.5025,0.3825,5.3267
748.5,114.552,2.4995,0.3835,5.4136
749.0,114.019,2.498,0.3792,5.4997
749.5,113.136,2.5015,0.3674,5.5857
750.0,112.971,2.507,0.3537,5.6789
750.5,113.133,2.508,0.3445,5.7792
751.0,116.287,2.504,0.3478,5.8793
751.5,115.994,2.5,0.3522,5.9794
752.0,114.115,2.5004,0.3497,6.0803
752.5,112.28,2.5035,0.3513,6.1804
753.0,112.309,2.504,0.359,6.2841
753.5,114.563,2.5045,0.3612,6.2834
754.0,115.233,2.5055,0.3582,6.2704
754.5,114.726,2.516,0.3555,6.2565
755.0,114.55,2.5261,0.3517,6.2434
755.5,114.485,2.5222,0.3421,6.2295
756.0,114.349,2.5087,0.3309,6.2163
756.5,114.228,2.4923,0.3199,6.2024
757.0,114.116,2.4907,0.3192,6.1822
757.5,113.972,2.4982,0.339,6.2024
758.0,113.877,2.4974,0.358,6.2562
758.5,113.825,2.4828,0.3759,6.3123
759.0,114.68,2.4802,0.3823,6.3692
759.5,115.393,2.5014,0.365,6.4263
760.0,116.14,2.5123,0.3487,6.4833
760.5,117.018,2.5036,0.3348,6.5223
761.0,116.192,2.4921,0.3391,6.4999
761.5,114.475,2.4878,0.3474,6.4709
762.0,112.995,2.4927,0.3559,6.441
762.5,117.758,2.4986,0.3583,6.4119
763.0,120.38,2.5046,0.3481,6.3829
763.5,120.397,2.5089,0.3419,6.3538
764.0,118.62,2.5113,0.3494,6.3248
764.5,115.779,2.5143,0.3584,6.2985
765.0,112.999,2.5169,0.3666,6.2915
765.5,113.847,2.5167,0.3707,6.2865
766.0,115.59,2.5137,0.3692,6.2815
766.5,117.411,2.5112,0.3662,6.2765
767.0,117.628,2.5087,0.3632,6.2715
767.5,117.348,2.5057,0.3602,6.2674
768.0,117.121,2.5032,0.355,6.2625
768.5,116.609,2.5008,0.344,6.2575
769.0,115.846,2.4982,0.3357,6.2525
769.5,115.18,2.4974,0.3366,6.2484
770.0,114.672,2.5005,0.3424,6.2435
770.5,115.543,2.5105,0.3444,6.2385
771.0,116.321,2.5261,0.3378,6.2344
771.5,117.228,2.5386,0.3325,6.2295
772.0,117.616,2.5412,0.3354,6.2245
772.5,116.883,2.529,0.3404,6.2195
773.0,114.854,2.5095,0.344,6.2154
773.5,111.824,2.4952,0.344,6.2105
774.0,107.497,2.4906,0.3446,6.2055
774.5,105.918,2.4896,0.3479,6.2005
775.0,108.509,2.489,0.3549,6.1964
775.5,110.612,2.4909,0.3622,6.1924
776.0,112.591,2.4955,0.3694,6.1874
776.5,114.424,2.4991,0.3719,6.1797
777.0,114.805,2.498,0.3673,6.21
777.5,115.164,2.4926,0.361,6.264
778.0,115.408,2.492,0.3543,6.3191
778.5,115.72,2.4931,0.3486,6.3723
779.0,116.072,2.4954,0.3439,6.4254
779.5,115.736,2.4971,0.3393,6.4793
780.0,114.352,2.5008,0.3361,6.5278
780.5,113.045,2.504,0.341,6.5567
781.0,111.762,2.5018,0.3477,6.5809
781.5,110.468,2.4966,0.3497,6.6049
782.0,111.473,2.4954,0.3395,6.6289
782.5,113.008,2.5001,0.3257,6.653
783.0,114.471,2.5061,0.3217,6.633
783.5,113.94,2.5096,0.3274,6.6109
784.0,113.533,2.5069,0.3324,6.5889
784.5,112.228,2.5009,0.3371,6.5668
785.0,112.89,2.4984,0.3411,6.5439
785.5,114.653,2.5024,0.3423,6.5218
786.0,116.153,2.507,0.3366,6.4998
786.5,116.156,2.511,0.3319,6.4778
787.0,116.308,2.5073,0.3307,6.4558
787.5,115.002,2.495,0.3387,6.4329
788.0,111.406,2.4843,0.3523,6.4108
788.5,108.107,2.483,0.3607,6.3888
789.0,104.347,2.483,0.3518,6.3668
789.5,104.311,2.483,0.3411,6.3439
790.0,107.985,2.4824,0.3308,6.3218
790.5,109.739,2.4836,0.3215,6.2998
791.0,107.732,2.4919,0.3183,6.2777
791.5,105.795,2.5015,0.3199,6.2557
792.0,105.863,2.5109,0.3229,6.2328
792.5,109.039,2.5138,0.3262,6.2107
793.0,111.91,2.5098,0.329,6.1823
793.5,110.23,2.5067,0.3302,6.1948
794.0,108.665,2.5081,0.3333,6.2172
794.5,106.62,2.5151,0.3367,6.2393
795.0,107.383,2.5197,0.3454,6.2622
795.5,108.416,2.5169,0.3522,6.2852
796.0,109.413,2.5105,0.3523,6.3655
796.5,110.381,2.5079,0.3433,6.6668
797.0,108.564,2.5109,0.337,6.9859
797.5,106.548,2.5133,0.337,7.305
798.0,104.445,2.514,0.3343,7.6232
798.5,102.471,2.514,0.325,7.9423
799.0,101.289,2.5148,0.3129,8.3049
799.5,100.135,2.5184,0.3001,8.734
800.0,99.04,2.522,0.2968,9.1681
800.5,97.89,2.5209,0.2925,9.6023
801.0,97.672,2.5172,0.2863,10.0364
801.5,97.883,2.5177,0.2776,10.3509
802.0,98.068,2.5274,0.2723,10.373
802.5,98.283,2.5359,0.2736,10.373
803.0,98.225,2.5373,0.2753,10.373
803.5,97.698,2.522,0.2745,10.373
804.0,97.326,2.5057,0.2698,10.373
804.5,96.853,2.5,0.2676,10.373
805.0,98.818,2.5045,0.2693,10.373
805.5,101.321,2.508,0.2721,10.3721
806.0,102.544,2.5037,0.2794,10.372
806.5,102.419,2.5,0.2881,10.4139
807.0,102.412,2.5022,0.295,10.485
807.5,103.156,2.5105,0.291,10.558
808.0,103.925,2.514,0.2786,10.632
808.5,104.679,2.5096,0.2676,10.7051
809.0,101.799,2.5038,0.2594,10.7781
809.5,98.838,2.5002,0.2577,10.8511
810.0,97.781,2.5029,0.2552,10.9251
810.5,101.82,2.5109,0.251,10.9982
811.0,105.527,2.5177,0.2532,11.0712
811.5,108.631,2.5189,0.2599,11.1442
812.0,106.147,2.5143,0.2649,11.048
812.5,104.039,2.5131,0.267,10.8746
813.0,101.679,2.5181,0.2661,10.6974
813.5,101.243,2.5231,0.2643,10.5204
814.0,100.911,2.5279,0.2653,10.3424
814.5,102.271,2.5293,0.2663,10.1653
815.0,103.57,2.5213,0.2667,10.006
815.5,105.115,2.5131,0.2654,9.891
816.0,105.112,2.5043,0.2634,9.7387
816.5,103.63,2.4972,0.2639,9.473
817.0,102.444,2.494,0.2696,9.4616
817.5,100.986,2.4956,0.2746,9.4704
818.0,99.746,2.5042,0.278,9.4794
818.5,97.082,2.5152,0.278,9.4885
819.0,97.119,2.5256,0.2789,9.4965
819.5,99.554,2.5318,0.2819,9.5055
820.0,101.075,2.5306,0.284,9.5145
820.5,99.377,2.5288,0.2824,9.5235
821.0,97.529,2.5287,0.2771,9.5325
821.5,96.655,2.5327,0.2743,9.5415
822.0,97.372,2.5369,0.2792,9.5505
822.5,99.157,2.5406,0.2837,9.5595
823.0,100.976,2.5374,0.282,9.5685
823.5,101.414,2.5279,0.2803,9.5775
824.0,100.839,2.5166,0.282,9.5855
824.5,100.37,2.5114,0.2853,9.5945
825.0,99.922,2.5205,0.2854,9.6035
825.5,99.375,2.5355,0.2771,9.6125
826.0,99.491,2.5485,0.2678,9.6215
826.5,100.253,2.5484,0.2591,9.6296
827.0,100.91,2.5323,0.2556,9.6262
827.5,101.564,2.515,0.2586,9.6156
828.0,101.325,2.4982,0.2646,9.6055
828.5,101.053,2.496,0.2732,9.5955
829.0,100.642,2.5087,0.2839,9.5855
829.5,99.953,2.5198,0.2927,9.5755
830.0,99.214,2.5315,0.2937,9.5655
830.5,98.3,2.54,0.291,9.5555
831.0,97.157,2.5391,0.2854,9.5455
831.5,97.181,2.5315,0.2827,9.5355
832.0,98.229,2.5146,0.2843,9.5255
832.5,99.167,2.5071,0.2857,9.5155
833.0,100.147,2.5149,0.286,9.5055
833.5,101.042,2.5217,0.284,9.4955
834.0,102.633,2.5265,0.2847,9.4855
834.5,105.385,2.5306,0.2867,9.4755
835.0,105.511,2.5351,0.2873,9.4655
835.5,102.798,2.5356,0.2847,9.4555
836.0,100.317,2.5317,0.2823,9.4455
836.5,97.951,2.5207,0.2833,9.4355
837.0,95.701,2.5095,0.2833,9.4255
837.5,95.969,2.4974,0.282,9.4155
838.0,98.813,2.4936,0.284,9.4055
838.5,102.885,2.4986,0.2903,9.3955
839.0,105.19,2.503,0.2947,9.3855
839.5,103.511,2.5027,0.2927,9.3755
840.0,101.8,2.5004,0.2883,9.3655
840.5,101.625,2.5046,0.2843,9.3555
841.0,102.638,2.5101,0.2847,9.3455
841.5,104.122,2.5111,0.2893,9.3355
842.0,105.542,2.5121,0.2933,9.3254
842.5,104.653,2.515,0.2943,9.3154
843.0,103.664,2.5365,0.2893,9.3054
843.5,102.613,2.5516,0.2846,9.2954
844.0,101.679,2.5575,0.2827,9.2835
844.5,102.224,2.5508,0.2864,9.2399
845.0,102.602,2.5364,0.2917,9.1863
845.5,103.074,2.5197,0.2913,9.1333
846.0,100.87,2.5292,0.2863,9.0793
846.5,100.124,2.5441,0.2837,9.0253
847.0,101.422,2.556,0.2864,8.9722
847.5,102.811,2.5289,0.29,8.9182
848.0,103.882,2.4999,0.292,8.8642
848.5,101.621,2.4849,0.291,8.8102
849.0,101.705,2.4847,0.2876,8.7571
849.5,101.614,2.4958,0.2853,8.7032
850.0,102.256,2.5087,0.2881,8.6491
850.5,102.884,2.5203,0.2944,8.5951
851.0,103.14,2.5256,0.2987,8.5421
851.5,102.69,2.5187,0.2977,8.4881
852.0,102.268,2.5138,0.298,8.4341
852.5,101.867,2.5093,0.3,8.38
853.0,101.659,2.4944,0.3017,8.327
853.5,102.966,2.4812,0.3074,8.1767
854.0,104.243,2.4651,0.3099,7.9803
854.5,105.547,2.4683,0.3032,7.7822
855.0,106.96,2.4753,0.2987,7.5841
855.5,106.6,2.4843,0.2986,7.3861
856.0,104.825,2.4933,0.2967,7.188
856.5,102.975,2.5021,0.299,6.9899
857.0,101.146,2.5049,0.302,6.7861
857.5,98.634,2.5029,0.3033,6.6525
858.0,95.292,2.4982,0.3045,6.4519
