DEPT,GR,RHOB,NPHI,RD
522.0,104.099,2.4889,0.2766,6.693
522.5,107.505,2.4855,0.277,6.682
523.0,110.938,2.485,0.2741,6.672
523.5,110.195,2.485,0.2711,6.661
524.0,107.721,2.485,0.269,6.651
524.5,105.977,2.4835,0.2708,6.64
525.0,106.864,2.4822,0.2741,6.63
525.5,107.935,2.4812,0.2696,6.62
526.0,108.184,2.4879,0.2619,6.609
526.5,104.213,2.5015,0.2544,6.599
527.0,100.146,2.5042,0.2506,6.588
527.5,97.593,2.4963,0.2599,6.578
528.0,99.553,2.4848,0.2695,6.567
528.5,101.975,2.4743,0.2788,6.557
529.0,104.328,2.4858,0.2888,6.547
529.5,106.82,2.5023,0.2946,6.536
530.0,108.519,2.5144,0.2888,6.526
530.5,109.533,2.5216,0.2806,6.515
531.0,109.163,2.5199,0.2716,6.505
531.5,109.348,2.5113,0.2645,6.495
532.0,110.504,2.5021,0.263,6.484
532.5,112.237,2.4962,0.2625,6.473
533.0,111.87,2.4904,0.2612,6.436
533.5,110.019,2.4852,0.264,6.4
534.0,107.952,2.4794,0.2719,6.356
534.5,108.503,2.4757,0.2809,6.24
535.0,109.204,2.4758,0.2895,6.098
535.5,109.437,2.476,0.2871,5.955
536.0,109.671,2.4737,0.2847,5.813
536.5,110.929,2.473,0.2881,5.67
537.0,112.315,2.473,0.2924,5.528
537.5,112.246,2.4776,0.2938,5.385
538.0,111.14,2.4874,0.2932,5.243
538.5,110.217,2.4992,0.2946,5.1
539.0,109.095,2.5112,0.2972,4.986
539.5,109.134,2.5201,0.2994,5.085
540.0,109.227,2.509,0.3076,5.209
540.5,112.636,2.482,0.3178,5.332
541.0,113.536,2.4666,0.317,5.455
541.5,114.457,2.4701,0.317,5.579
542.0,111.585,2.4858,0.3149,5.702
542.5,107.166,2.503,0.3045,5.825
543.0,104.657,2.5093,0.2953,5.949
543.5,105.173,2.5,0.2817,6.072
544.0,106.127,2.4863,0.2755,6.122
544.5,104.443,2.4776,0.2725,6.048
545.0,102.062,2.4875,0.2695,5.987
545.5,98.569,2.5002,0.2668,5.926
546.0,98.082,2.5038,0.2667,5.865
546.5,97.704,2.5063,0.2706,5.804
547.0,97.804,2.5047,0.2743,5.743
547.5,98.913,2.5009,0.2758,5.682
548.0,100.049,2.4908,0.2749,5.682
548.5,101.297,2.4811,0.2741,5.682
549.0,102.188,2.4782,0.2764,5.682
549.5,102.126,2.4772,0.2868,5.682
550.0,100.911,2.4785,0.2981,5.682
550.5,99.608,2.4813,0.2991,5.682
551.0,99.552,2.4835,0.2997,5.722
551.5,100.114,2.494,0.2964,5.791
552.0,101.551,2.5077,0.2851,5.859
552.5,103.17,2.5187,0.2866,5.927
553.0,104.823,2.5195,0.2909,6.008
553.5,106.382,2.5129,0.2895,5.998
554.0,108.024,2.5049,0.2857,5.984
554.5,106.81,2.4969,0.2827,5.97
555.0,104.399,2.4858,0.2798,5.957
555.5,102.012,2.4746,0.2779,5.944
556.0,100.131,2.4728,0.2766,5.931
556.5,99.62,2.4791,0.2723,5.917
557.0,99.074,2.4894,0.2644,5.904
557.5,99.457,2.4958,0.2577,5.89
558.0,100.365,2.4985,0.2547,5.877
558.5,100.682,2.5005,0.2626,5.863
559.0,101.102,2.5033,0.2706,5.85
559.5,101.214,2.504,0.2786,5.836
560.0,100.929,2.5009,0.2862,5.823
560.5,100.717,2.4977,0.2889,5.809
561.0,100.671,2.4985,0.288,5.795
561.5,101.016,2.5036,0.2879,5.788
562.0,101.801,2.5104,0.2869,5.764
562.5,102.527,2.5128,0.2858,5.741
563.0,103.36,2.5115,0.2829,5.717
563.5,103.474,2.5033,0.2799,5.694
564.0,102.929,2.4949,0.277,5.67
564.5,102.608,2.4807,0.2785,5.647
565.0,102.507,2.4678,0.2903,5.623
565.5,101.514,2.4696,0.2979,5.6
566.0,100.35,2.4794,0.2938,5.576
566.5,101.905,2.4812,0.2879,5.553
567.0,106.292,2.4802,0.283,5.529
567.5,108.18,2.4792,0.285,5.506
568.0,108.13,2.479,0.287,5.482
568.5,104.155,2.4905,0.2859,5.459
569.0,99.853,2.507,0.28,5.435
569.5,100.072,2.5156,0.277,5.412
570.0,101.866,2.517,0.283,5.388
570.5,104.716,2.517,0.293,5.365
571.0,106.025,2.5331,0.294,5.341
571.5,107.69,2.5518,0.287,5.318
572.0,108.372,2.5644,0.277,5.295
572.5,106.398,2.5547,0.272,5.275
573.0,103.711,2.5326,0.28,5.325
573.5,102.394,2.517,0.292,5.368
574.0,104.217,2.5125,0.296,5.412
574.5,105.585,2.5105,0.299,5.457
575.0,105.553,2.5046,0.3,5.502
575.5,103.607,2.5007,0.292,5.546
576.0,104.598,2.5031,0.287,5.591
576.5,107.558,2.5286,0.285,5.635
577.0,107.57,2.5552,0.29,5.682
577.5,104.943,2.548,0.294,5.671
578.0,103.793,2.5225,0.286,5.661
578.5,103.239,2.4922,0.277,5.651
579.0,104.158,2.4766,0.279,5.642
579.5,105.138,2.4817,0.281,5.631
580.0,105.129,2.4955,0.283,5.621
580.5,104.165,2.5021,0.283,5.611
581.0,101.599,2.5099,0.277,5.601
581.5,99.615,2.5151,0.272,5.591
582.0,99.07,2.5114,0.267,5.577
582.5,100.208,2.4985,0.275,5.595
583.0,101.772,2.4835,0.281,5.684
583.5,104.757,2.4808,0.288,5.774
584.0,108.758,2.4833,0.294,5.863
584.5,112.599,2.4963,0.3,5.897
585.0,112.82,2.5046,0.299,5.821
585.5,108.873,2.4999,0.294,5.641
586.0,104.906,2.4942,0.296,5.46
586.5,100.694,2.4738,0.298,5.28
587.0,95.425,2.3859,0.344,5.099
587.5,86.969,2.1952,0.408,4.918
588.0,80.385,2.0222,0.472,4.738
588.5,75.145,1.8085,0.536,4.557
589.0,74.969,1.534,0.58,4.376
589.5,74.447,1.4685,0.585,4.568
590.0,77.553,1.5527,0.501,4.86
590.5,82.258,1.7284,0.426,5.152
591.0,86.878,1.9214,0.375,5.444
591.5,91.443,2.1725,0.325,5.736
592.0,96.125,2.3386,0.279,6.028
592.5,100.669,2.4583,0.279,6.354
593.0,105.175,2.5003,0.28,6.596
593.5,105.191,2.5065,0.287,6.488
594.0,102.258,2.5085,0.296,6.331
594.5,99.577,2.5021,0.299,6.175
595.0,98.933,2.4931,0.3,6.018
595.5,100.438,2.4841,0.301,5.862
596.0,101.866,2.4751,0.298,5.706
596.5,103.565,2.4776,0.296,5.549
597.0,104.384,2.4836,0.294,5.474
597.5,105.246,2.485,0.288,5.474
598.0,106.034,2.4812,0.283,5.474
598.5,105.743,2.4723,0.278,5.508
599.0,105.361,2.4685,0.283,5.556
599.5,103.665,2.4772,0.287,5.603
600.0,101.821,2.4877,0.292,5.651
600.5,101.462,2.4946,0.288,5.718
601.0,101.047,2.4952,0.2819,5.822
601.5,102.507,2.4996,0.2758,5.926
602.0,102.436,2.5025,0.2708,6.031
602.5,102.376,2.4976,0.2679,6.135
603.0,100.033,2.4883,0.2669,6.239
603.5,97.374,2.4852,0.266,6.343
604.0,97.935,2.495,0.2659,6.448
604.5,100.857,2.5103,0.2647,6.552
605.0,103.534,2.5063,0.2622,6.656
605.5,103.63,2.4871,0.2573,6.761
606.0,100.302,2.469,0.2531,6.865
606.5,96.805,2.4681,0.2484,6.969
607.0,94.448,2.4774,0.246,7.073
607.5,94.71,2.4831,0.2469,7.178
608.0,95.404,2.4771,0.2508,7.282
608.5,96.366,2.4673,0.2538,7.386
609.0,95.561,2.4658,0.2569,7.491
609.5,95.675,2.4698,0.2575,7.595
610.0,96.051,2.4848,0.2521,7.699
610.5,96.495,2.5097,0.2446,7.801
611.0,95.863,2.5214,0.2401,7.777
611.5,95.306,2.5199,0.2503,7.739
612.0,96.299,2.5213,0.261,7.7
612.5,99.876,2.5251,0.2614,7.662
613.0,102.97,2.5291,0.2603,7.624
613.5,100.727,2.53,0.2509,7.586
614.0,95.475,2.5262,0.2411,7.548
614.5,90.194,2.5227,0.2381,7.51
615.0,89.106,2.5113,0.237,7.472
615.5,90.846,2.4927,0.2385,7.434
616.0,91.737,2.4811,0.2374,7.378
616.5,91.289,2.479,0.236,7.384
617.0,91.038,2.489,0.2382,7.406
617.5,90.733,2.5058,0.2429,7.427
618.0,90.42,2.523,0.2468,7.447
618.5,90.129,2.5416,0.2401,7.468
619.0,89.826,2.5483,0.2281,7.49
619.5,89.507,2.5444,0.2195,7.515
620.0,89.319,2.533,0.2229,7.448
620.5,89.345,2.5177,0.2321,7.353
621.0,89.414,2.5002,0.2433,7.258
621.5,91.415,2.4883,0.2555,7.163
622.0,95.206,2.4883,0.2677,7.068
622.5,99.313,2.4928,0.2799,6.973
623.0,101.291,2.4886,0.2815,6.878
623.5,99.363,2.4816,0.2794,6.783
624.0,97.082,2.4739,0.2782,6.72
624.5,94.921,2.4674,0.2739,6.693
625.0,92.691,2.4652,0.2688,6.643
625.5,91.082,2.4673,0.2578,6.593
626.0,91.783,2.4649,0.2491,6.544
626.5,93.215,2.4609,0.2454,6.494
627.0,94.607,2.46,0.2432,6.444
627.5,96.007,2.4692,0.243,6.395
628.0,97.413,2.4781,0.243,6.345
628.5,98.773,2.4754,0.2477,6.295
629.0,98.123,2.461,0.2528,6.245
629.5,94.069,2.4455,0.2569,6.1968
630.0,91.894,2.4435,0.259,6.1476
630.5,91.375,2.4478,0.26,6.0985
631.0,90.616,2.4521,0.261,6.0493
631.5,91.519,2.4522,0.26,6.001
632.0,94.399,2.4528,0.26,5.9519
632.5,97.195,2.4538,0.2646,5.9027
633.0,98.832,2.464,0.2695,5.8544
633.5,98.133,2.477,0.2735,5.7977
634.0,93.973,2.4877,0.2783,5.8952
634.5,90.862,2.4808,0.2799,6.0439
635.0,91.502,2.4619,0.2783,6.1973
635.5,93.677,2.4532,0.2682,6.3515
636.0,91.489,2.462,0.2499,6.4536
636.5,87.868,2.4803,0.2192,6.566
637.0,84.264,2.4996,0.2143,6.5193
637.5,84.377,2.5193,0.221,6.3218
638.0,90.692,2.5309,0.2319,6.0896
638.5,94.133,2.5276,0.2451,5.8575
639.0,95.633,2.513,0.2582,5.6254
639.5,98.886,2.4952,0.2716,5.3932
640.0,102.068,2.4772,0.2841,5.1611
640.5,104.864,2.463,0.2913,4.929
641.0,103.64,2.4608,0.2956,4.7114
641.5,99.777,2.461,0.2939,4.6528
642.0,95.913,2.4618,0.289,4.7566
642.5,92.192,2.462,0.284,4.9057
643.0,91.153,2.4658,0.2791,5.0552
643.5,92.717,2.4731,0.2742,5.2042
644.0,93.177,2.4811,0.2698,5.3532
644.5,93.268,2.4876,0.267,5.4575
645.0,91.237,2.4859,0.267,5.498
645.5,92.065,2.4819,0.2695,5.5186
646.0,95.334,2.4649,0.2715,5.5393
646.5,98.584,2.4554,0.2697,5.5595
647.0,98.892,2.4517,0.2643,5.5796
647.5,98.949,2.4617,0.2589,5.6003
648.0,98.897,2.4765,0.2556,5.6209
648.5,98.628,2.493,0.255,5.6416
649.0,97.48,2.5039,0.255,5.6619
649.5,97.187,2.5052,0.2536,5.6819
650.0,98.89,2.4989,0.25,5.7025
650.5,101.097,2.4901,0.247,5.7232
651.0,101.346,2.4803,0.245,5.7439
651.5,100.717,2.4742,0.2471,5.7666
652.0,99.484,2.4715,0.2542,5.7865
652.5,98.979,2.4695,0.2618,5.7795
653.0,99.518,2.469,0.2687,5.7684
653.5,99.922,2.469,0.2761,5.7566
654.0,100.371,2.4767,0.2828,5.745
654.5,100.82,2.4882,0.2806,5.734
655.0,101.254,2.501,0.2725,5.7224
655.5,101.717,2.5117,0.2612,5.7114
656.0,101.511,2.5048,0.2627,5.6996
656.5,98.362,2.4828,0.2677,5.6879
657.0,95.272,2.4632,0.2725,5.677
657.5,93.609,2.4605,0.2751,5.6653
658.0,93.818,2.4679,0.2672,5.6544
658.5,93.908,2.4769,0.2692,5.6426
659.0,95.058,2.4828,0.2721,5.6308
659.5,96.901,2.4702,0.2749,5.619
660.0,98.288,2.4568,0.272,5.6072
660.5,98.689,2.4594,0.27,5.5944
661.0,99.038,2.4717,0.268,5.5826
661.5,99.281,2.4819,0.2738,5.5736
662.0,100.359,2.4832,0.2816,5.4784
662.5,101.377,2.4822,0.2764,5.4763
663.0,101.292,2.4889,0.2677,5.4761
663.5,99.87,2.4964,0.2589,5.476
664.0,98.025,2.4957,0.2527,5.4751
664.5,96.083,2.4919,0.259,5.4733
665.0,96.933,2.4879,0.2728,5.473
665.5,97.745,2.4977,0.2892,5.4746
666.0,96.955,2.501,0.2928,5.3735
666.5,94.953,2.4972,0.2914,5.2404
667.0,94.257,2.4929,0.2879,5.1072
667.5,94.863,2.4935,0.2839,4.9729
668.0,95.3,2.4971,0.2822,4.8389
668.5,95.606,2.485,0.2842,4.7333
669.0,95.694,2.471,0.2879,4.6864
669.5,97.383,2.4596,0.2918,4.6592
670.0,100.305,2.4493,0.2896,4.6356
670.5,101.692,2.4416,0.2846,4.6696
671.0,102.231,2.4385,0.2791,4.7441
671.5,102.661,2.4411,0.2821,4.8247
672.0,103.911,2.4458,0.29,4.9048
672.5,104.693,2.4501,0.2948,4.985
673.0,102.872,2.4548,0.2913,5.0651
673.5,101.124,2.4606,0.2823,5.1454
674.0,100.035,2.4743,0.2724,5.2255
674.5,100.325,2.4872,0.2702,5.3057
675.0,100.451,2.4885,0.2746,5.3662
675.5,100.583,2.4834,0.28,5.4112
676.0,100.833,2.4728,0.28,5.4545
676.5,101.297,2.4639,0.2737,5.4492
677.0,101.569,2.4681,0.2686,5.3916
677.5,103.133,2.4754,0.2683,5.3306
678.0,106.577,2.4808,0.2721,5.2696
678.5,109.932,2.4858,0.2766,5.2086
679.0,106.613,2.4908,0.2802,5.1476
679.5,102.626,2.4943,0.2835,5.054
680.0,98.899,2.4958,0.2878,4.8736
680.5,98.992,2.4968,0.2931,4.6415
681.0,98.377,2.4962,0.2963,4.4097
681.5,95.016,2.496,0.2938,4.1782
682.0,90.214,2.4945,0.2892,3.9456
682.5,85.139,2.4909,0.2867,3.7361
683.0,83.54,2.4731,0.2949,3.6373
683.5,84.463,2.4511,0.3107,3.6612
684.0,84.952,2.433,0.3204,3.6991
684.5,86.351,2.4344,0.3018,3.787
685.0,88.032,2.4598,0.288,3.9365
685.5,94.297,2.4931,0.2798,4.1342
686.0,99.727,2.5233,0.2777,4.382
686.5,101.885,2.53,0.27,4.6298
687.0,99.836,2.52,0.2632,4.8687
687.5,97.872,2.5047,0.2579,5.0283
688.0,97.409,2.4895,0.2578,5.104
688.5,96.674,2.4829,0.2655,5.1798
689.0,97.626,2.4927,0.2715,5.2555
689.5,100.552,2.5014,0.2782,5.3303
690.0,104.146,2.4992,0.2829,5.406
690.5,106.971,2.4949,0.281,5.4718
691.0,105.379,2.4863,0.279,5.5142
691.5,103.134,2.4786,0.277,5.5522
692.0,100.775,2.4739,0.275,5.59
692.5,101.063,2.4845,0.274,5.6277
693.0,101.322,2.5057,0.276,5.6655
693.5,102.426,2.5294,0.278,5.7032
694.0,103.455,2.5381,0.28,5.7402
694.5,104.323,2.5329,0.278,5.7777
695.0,104.601,2.5241,0.271,5.8154
695.5,104.8,2.5159,0.264,5.8532
696.0,104.142,2.5071,0.259,5.8909
696.5,100.005,2.5065,0.263,5.9286
697.0,95.87,2.5108,0.267,5.9664
697.5,92.578,2.5128,0.27,6.0036
698.0,94.736,2.5061,0.27,6.0409
698.5,96.517,2.4994,0.265,6.0885
699.0,97.451,2.4949,0.261,6.1124
699.5,97.819,2.4963,0.255,6.0793
700.0,99.404,2.5162,0.258,6.0299
700.5,100.858,2.5381,0.263,5.9805
701.0,101.496,2.5514,0.264,5.9312
701.5,101.76,2.5509,0.262,5.8818
702.0,101.49,2.53,0.261,5.8325
702.5,99.921,2.5179,0.26,5.7833
703.0,99.747,2.5076,0.261,5.7348
703.5,100.727,2.5027,0.265,5.6854
704.0,102.093,2.5028,0.27,5.6357
704.5,103.445,2.513,0.268,5.5872
705.0,104.775,2.5229,0.265,5.6062
705.5,105.986,2.5235,0.267,5.642
706.0,105.42,2.5161,0.269,5.6807
706.5,103.585,2.5056,0.278,5.5333
707.0,100.92,2.4938,0.285,5.3731
707.5,100.265,2.4833,0.291,5.2124
708.0,101.827,2.4756,0.298,5.0526
708.5,103.584,2.4686,0.297,4.8921
709.0,104.882,2.4616,0.312,4.7315
709.5,104.814,2.4554,0.327,4.467
710.0,105.095,2.4479,0.341,4.1034
710.5,102.8,2.4422,0.356,3.6869
711.0,97.569,2.4088,0.37,3.2575
711.5,93.81,2.3752,0.382,2.8285
712.0,90.713,2.2851,0.39,2.3998
712.5,87.553,2.1065,0.396,1.9705
713.0,79.087,2.0009,0.467,1.5414
713.5,71.784,1.8095,0.529,1.3333
714.0,63.311,1.5766,0.591,1.3454
714.5,62.086,1.3831,0.665,1.3751
715.0,65.871,1.3502,0.648,1.4264
715.5,74.134,1.4382,0.62,1.5542
716.0,82.337,1.7641,0.536,1.8194
716.5,91.246,2.02,0.452,2.21
717.0,96.928,2.1667,0.393,2.967
717.5,98.459,2.2666,0.362,3.9719
718.0,99.587,2.3279,0.331,4.9159
718.5,101.602,2.4091,0.298,5.0343
719.0,103.356,2.4622,0.297,5.1688
719.5,104.911,2.4751,0.296,5.1131
720.0,104.433,2.4821,0.296,5.0445
720.5,104.37,2.4909,0.299,4.9763
721.0,105.6,2.4976,0.305,4.894
721.5,109.312,2.4913,0.3029,4.7541
722.0,114.01,2.479,0.2998,4.5792
722.5,113.797,2.466,0.2951,4.4043
723.0,112.748,2.4507,0.2961,4.2268
723.5,109.406,2.4056,0.3042,4.0083
724.0,105.095,2.3454,0.3778,3.7358
724.5,101.665,2.1975,0.4367,3.4642
725.0,99.154,2.1739,0.4232,3.1917
725.5,96.604,2.2227,0.3953,2.9274
726.0,95.798,2.3626,0.3735,2.7943
726.5,98.438,2.4171,0.3656,3.0754
727.0,102.165,2.4128,0.3609,3.3174
727.5,105.096,2.4123,0.3437,3.5594
728.0,106.262,2.4299,0.3186,3.8015
728.5,107.414,2.4573,0.298,4.0435
729.0,108.32,2.4686,0.2928,4.2855
729.5,106.928,2.4761,0.2796,4.5198
